Number,State,Value,Param bagging_fraction,Param bagging_freq,Param feature_fraction,Param lambda_l1,Param lambda_l2,Param learning_rate,Param max_depth,Param min_child_samples,Param min_gain_to_split,Param n_estimators,Param num_leaves
169,COMPLETE,0.6431118544357524,0.7030618827585882,6,0.4792977379298872,2.193834288556799,8.88389708159784,0.013772633481678136,11,76,0.958614378107667,797,22
170,COMPLETE,0.6430908281344857,0.8176589317479637,7,0.5293570247508618,1.8476953275721022,7.556789738671699,0.01614628185022058,9,79,0.2003327138293619,840,31
171,COMPLETE,0.6431263970916232,0.7953058212030792,6,0.5173651485298262,1.5523911758376787,7.952653122574647,0.016225220380322612,8,74,0.919568492169377,871,21
172,COMPLETE,0.6424411775826107,0.8081033366908994,6,0.5577152273445457,1.0172357092406288,8.115677754876168,0.019699668823829366,7,75,0.9609454556541813,859,20
173,COMPLETE,0.6430638575985423,0.7764063768448612,6,0.5486164282980054,1.2600497847636314,8.349520976097907,0.011859763127002397,9,48,0.9813789548392463,943,20
174,COMPLETE,0.6419153414381258,0.8546162991303233,6,0.6497601072462469,1.5233013754798135,8.076617701867642,0.01720544581258173,16,95,0.9009506365461722,891,26
175,COMPLETE,0.642897990588619,0.8286038911456926,6,0.5448756019909813,6.5286322353804955,8.488806281619404,0.014272760555767067,5,77,0.9479882393821737,432,23
176,COMPLETE,0.6312664021939485,0.8090933438797865,6,0.5597056617769149,7.0845024395706035,7.7295939599577626,0.09494035482611562,8,81,0.9154297671883396,391,27
177,COMPLETE,0.6410403815295596,0.8416566784641506,6,0.5229456673632439,1.7115088044234592,8.724526119305796,0.02261126323924355,18,71,0.8715574391827314,824,24
178,COMPLETE,0.6424329078090067,0.7931476127490023,6,0.5716560649586211,2.0643999250255884,9.164359584737012,0.010053211719762908,23,89,0.9966686013114441,783,29
179,COMPLETE,0.6441153798527426,0.8146334821577514,6,0.5358151450652008,2.4444174267787258,8.167821487431663,0.015782750653578755,10,75,0.9704071884584078,850,20
180,COMPLETE,0.6424964582506535,0.8203065425854971,6,0.9868550028929094,2.6299311258093967,9.35756298466787,0.013094148107038274,10,78,0.936355554063817,800,23
181,COMPLETE,0.6441753794715112,0.8056425031343372,6,0.5034485273550414,2.455380986774542,8.233685621083529,0.0157878802165789,9,77,0.9659078408351582,853,20
182,COMPLETE,0.6432344435591917,0.7802367205014137,6,0.49550060975076426,2.4596603844342986,8.320110704457198,0.018425076141603255,11,73,0.9766495435846894,850,20
183,COMPLETE,0.6427253505805302,0.8302641914354034,6,0.5056720201443735,2.326941488385102,8.584021739797306,0.01550804309972847,10,77,0.9994024669530529,908,25
184,COMPLETE,0.6424264848919702,0.8021873408728661,6,0.5342032212912035,2.938921276290656,8.295851245953555,0.020857289976236426,10,80,0.9566778445306642,757,22
185,COMPLETE,0.6419602089787151,0.8473703955036607,6,0.5161918684791243,2.677535185149485,5.60489364913942,0.01228668236016309,27,7,0.9306164974284217,819,27
186,COMPLETE,0.6431312017765032,0.7638771196563363,6,0.4838506866162804,2.233508530346514,8.838595343754541,0.014666696247716946,9,93,0.8122331286334534,860,23
187,COMPLETE,0.6430617749730516,0.6580121673287913,6,0.5369499370786959,2.4873595693171193,6.556395705805057,0.017538703540241483,21,83,0.9780712382711412,504,32
188,COMPLETE,0.642840262924931,0.6333040159336788,6,0.505226213868583,1.9411587571897673,8.470535473513136,0.019486190781868647,11,65,0.9016075795832328,409,29
189,COMPLETE,0.6240509979326924,0.8169816856151557,4,0.5221918025964064,6.007826859636908,8.132440547439735,0.0834990978319801,12,10,0.7666964889726188,834,25
190,COMPLETE,0.6429896225379544,0.8353325040639527,6,0.5891180663669108,2.1420873186921936,7.823899880384143,0.013495479590476204,19,74,0.9566284551691562,482,20
191,COMPLETE,0.6439349666146919,0.8066579839639593,6,0.5511870772729293,1.3536266627029534,8.284367705072423,0.015933148253542976,8,75,0.9634482133645565,883,20
192,COMPLETE,0.6425361531639517,0.7937151452975757,3,0.5400211049395401,1.2607270452678008,8.314722219875776,0.015498713632405167,8,70,0.5432740708487427,352,22
193,COMPLETE,0.6431908906089636,0.8154275577071209,6,0.5566375339799028,1.4254689768272417,8.012756032388147,0.017884843498024224,9,78,0.9417645655409986,458,25
194,COMPLETE,0.6432936144144719,0.7834418402577736,6,0.6806891241598432,1.1779996144268159,8.59851337975593,0.011516094389390493,17,75,0.9732663379233216,889,20
195,COMPLETE,0.6424161074870808,0.8001266959802078,6,0.5332430545652083,2.8295286996694107,8.254332882657963,0.01618280202741984,7,5,0.9146248582442175,856,27
196,COMPLETE,0.6427730187701499,0.8231720729517925,6,0.5786001086321263,2.3459323225149378,8.42640530788004,0.01409480973394988,9,68,0.9379958903737602,928,23
197,COMPLETE,0.6400556176032679,0.8731555783965416,6,0.5120204664033781,1.8008625152509783,8.711307666582975,0.02124242875328857,10,72,0.9819656344874163,872,28
198,COMPLETE,0.6431031917139427,0.8109979963102487,6,0.5439223712880478,2.569405430100638,8.107852237240454,0.024375782576867365,14,82,0.9631364802622847,376,23
199,COMPLETE,0.634310028961283,0.8381702012212453,6,0.5213863932186853,1.0099952746763334,7.454123431479498,0.01930999452415503,25,12,0.9213892397502719,903,89
200,COMPLETE,0.6427735760421508,0.6768914554862906,6,0.6610295144977624,1.3921490881932512,6.1885044885037575,0.012679314824355591,8,61,0.9995620675405504,838,34
201,COMPLETE,0.6432593493309263,0.8024739669413264,6,0.551697579423443,1.5753171521559863,8.02587921547521,0.01651686314985151,8,75,0.9589046398180626,870,20
202,COMPLETE,0.6429534570139954,0.8139247294377052,6,0.5687969822861948,1.640054006282495,8.196618145020322,0.016810465592796062,9,77,0.9475362590574938,812,20
203,COMPLETE,0.6434449459130371,0.7863923620870609,6,0.5554824302664856,1.3206350007889855,7.720217594789505,0.01543184083424364,8,75,0.9690275247848141,884,25
204,COMPLETE,0.6431988567407722,0.7875037967513498,6,0.5289678057405465,1.203793372974918,7.775985038647982,0.014560541015401288,7,79,0.9791088406995085,444,25
205,COMPLETE,0.6424708237386099,0.8579598830051929,6,0.5572318407304377,1.98682516814075,7.67588023331484,0.01880676758281193,8,97,0.8941194878711135,852,30
206,COMPLETE,0.643446256931142,0.8275119522365205,6,0.4957197972784052,1.3436883297160087,7.187379422876087,0.011852177880233409,11,73,0.9382763959576005,884,25
207,COMPLETE,0.643341596962656,0.8287382500991003,6,0.46613822909356883,1.3580149869152969,7.494200097913354,0.010074672238161345,12,74,0.9296616407280576,887,23
208,COMPLETE,0.6426241699897939,0.6937849853080871,6,0.49555305454769666,1.150917711503628,6.831068865097222,0.012166468282451139,11,72,0.9697305828985854,930,26
209,COMPLETE,0.6360629566183181,0.8400457064431006,6,0.506255413371777,1.3868684706008207,7.198319788246181,0.01457111383029,10,76,0.9542748394154702,899,99
210,COMPLETE,0.6425662065571824,0.8281138635754551,6,0.5417365679587322,1.0088914161364635,7.143734215324733,0.012930358946268183,13,73,0.27721920740022066,982,22
211,COMPLETE,0.6430931179508486,0.8228043499605656,6,0.41224993884890526,1.3272248905742912,7.472859787762083,0.010007566029528174,12,74,0.9333117732380949,886,23
212,COMPLETE,0.6426266134131826,0.8443205092132537,6,0.4916436212776177,1.3447848453447404,7.41127552531442,0.011809825728123233,12,71,0.9263148897457187,881,25
213,COMPLETE,0.6380595586022807,0.8069664560772747,6,0.46620422387011773,1.4883767134345913,7.66988971698126,0.01123892822091619,11,69,0.9819811902751185,148,23
214,COMPLETE,0.6434431240622649,0.8300605137102756,6,0.4368254961810146,1.1947411752528396,7.27273143427331,0.014961548517373196,12,76,0.9097284572406258,873,27
215,COMPLETE,0.6434743491556,0.8530004183386531,6,0.4491928162780574,1.190082907606313,7.076674770880335,0.015331060952167793,11,76,0.880787790248784,843,28
216,COMPLETE,0.6345212279051298,0.851282531841523,7,0.5665140355018157,1.1448934090462457,7.0381929376531955,0.05240960178505685,10,77,0.888665401520063,846,28
217,COMPLETE,0.6432115775458707,0.8617651134601968,6,0.43316990781176307,1.7323864355527325,7.211966018737852,0.016171714829289863,9,79,0.860866118966352,829,29
218,COMPLETE,0.6430564808890425,0.8722325235226412,6,0.4533588422725547,1.2010449319763215,8.418556400234461,0.01493644014379632,11,78,0.9062630699278251,865,26
219,COMPLETE,0.6431196419547399,0.8374444640369457,1,0.4256390416879312,1.5244667074740668,6.923580411981267,0.0170494062833171,9,76,0.8281036110958151,782,31
220,COMPLETE,0.6429130905164908,0.8506731510695278,6,0.4328760454477652,1.185070950080713,6.72576770817102,0.018176760091923167,13,76,0.8830917534233557,799,27
221,COMPLETE,0.6430256415994003,0.7961350337800591,6,0.4442830732765243,1.345448857063528,7.343645006958797,0.014407617212906825,11,8,0.9460559777341166,855,22
222,COMPLETE,0.6435676279151434,0.8174560034723051,6,0.5318072263314298,1.0429251140320597,7.8895501574258935,0.01381245932046721,12,73,0.9143029215390995,907,20
223,COMPLETE,0.6432645255304736,0.8187075046603998,6,0.5369319164445193,1.1077910913691424,7.061625129289897,0.015229096849589287,12,73,0.9096095830113142,948,20
224,COMPLETE,0.6440540370655611,0.8226454485076882,6,0.4408597390771524,1.036834290540857,6.527713296671136,0.012971541314359934,13,74,0.8814003697888334,903,25
225,COMPLETE,0.6433612693787408,0.8128951985966475,6,0.43711576687965686,1.101099508014509,6.5787582285329425,0.013303785162038402,14,75,0.8511768729012247,906,25
226,COMPLETE,0.6424001180673613,0.8274055824600824,6,0.41660360365864146,1.0199715587990137,6.379035000182052,0.013144578803328841,13,71,0.8774571915768024,915,20
227,COMPLETE,0.6427043457128022,0.8087276311571945,6,0.40744130196973705,1.0050915231352069,6.835867269525795,0.015569864910755942,15,73,0.7928022463744068,872,25
228,COMPLETE,0.6433977564057773,0.8297227018851383,6,0.4486163202240005,1.3170805049497045,7.927226254618086,0.011844812555940203,13,80,0.8397094237090909,903,28
229,COMPLETE,0.6435841138785048,0.8205827897298985,6,0.4792509695541424,1.5811269547342577,6.483769658625539,0.01650125075856376,8,77,0.8739983801561948,929,24
230,COMPLETE,0.642098787521874,0.7984275324002109,6,0.5267200057217974,1.628767839017088,6.579064183882922,0.017373033131329495,7,78,0.8641828274481674,922,24
231,COMPLETE,0.6436182789388707,0.8195336309924222,6,0.4610320652754454,1.4011320273183827,6.710063567697022,0.014581190410759117,8,75,0.8967975617393797,930,20
232,COMPLETE,0.643996205806437,0.8125296922467872,6,0.4774046612780111,1.4712697232017804,6.375673661994859,0.01339495857956094,8,74,0.8861693369660761,958,20
233,COMPLETE,0.6423661280475599,0.8187503371780362,6,0.4791904729885521,1.5057827743118062,6.524196879984365,0.013176829792086467,8,72,0.8771985306842397,994,20
234,COMPLETE,0.6427854109276582,0.808283843473703,6,0.4623332792966366,1.8665935536980112,6.347972951260624,0.011542172229211028,8,70,0.8664240420499856,917,20
235,COMPLETE,0.643820104281881,0.8173385942141285,6,0.4821341527674796,1.684109523228193,6.25347206893274,0.014215408415009245,9,74,0.9010758836569895,962,22
236,COMPLETE,0.6416329188458503,0.9900688710695209,6,0.4679140695836201,1.6912493944682425,6.158807183247165,0.01698472544637397,9,45,0.8889825924666118,959,20
237,COMPLETE,0.6429133405744399,0.666039542052686,6,0.4750580022528857,1.5881783355562997,6.223793899162917,0.013934856119959486,7,77,0.8907428270792748,962,23
238,COMPLETE,0.6426287674838017,0.815808120606419,6,0.48193905582501284,1.4805559015780976,6.423763919276222,0.016243654160702635,9,74,0.848387742845166,934,23
239,COMPLETE,0.6421744300514899,0.7988482852987898,6,0.4550302964831952,1.8235287302448855,6.6948769031248645,0.017883362349997295,8,56,0.8062462540248171,987,20
240,COMPLETE,0.6439002657158635,0.8097941222526236,3,0.4773756105954927,1.7023461268976217,5.955903911951685,0.013216074883239563,9,81,0.8976686051806521,965,22
241,COMPLETE,0.6431839854373108,0.81032388856522,2,0.4738598640684053,1.7244713309874602,6.000195847243866,0.01365321298754857,9,80,0.9006544314806694,970,22
242,COMPLETE,0.642888870617988,0.8173210817718154,6,0.48291516095150555,1.5080411585829987,6.430185083610373,0.015535005133118594,8,81,0.872468608891611,965,22
243,COMPLETE,0.6406434181075507,0.7177842127810672,2,0.45361457353449636,4.623161774558393,6.299926999786816,0.013357027430622026,30,78,0.82984058058224,940,66
244,COMPLETE,0.6437926193410136,0.8043596417790112,3,0.5119901771058469,1.9698439852365741,5.863034890682789,0.014330227648249715,10,77,0.9097333781915028,970,20
245,COMPLETE,0.6431447084780132,0.8369043418013791,4,0.5074213025922157,1.8942043672891884,5.936420008315384,0.01653753343490503,10,75,0.9192264474290057,977,23
246,COMPLETE,0.6428904209772728,0.8055700463008723,2,0.4956000561396633,1.663489673547137,6.027944965550194,0.014238662517696423,10,77,0.9086803999661248,950,20
247,COMPLETE,0.6385106381367408,0.45256110595306653,2,0.5140279603181543,2.051623367822077,6.164367018284777,0.018189004929917568,10,79,0.8901781794561637,943,56
248,COMPLETE,0.6425469342338163,0.8217858251567973,3,0.46177942923741166,1.461522417021734,5.812284709336442,0.014993395206479434,9,82,0.8604860745568922,967,24
249,COMPLETE,0.6412507588544306,0.8011343018706671,3,0.48776760503109323,1.2712022432013566,5.70055172957075,0.02005273235232028,9,75,0.9157946473076561,995,26
250,COMPLETE,0.6435614729173381,0.8214446073873288,4,0.5199209306294407,1.7666365167903144,6.557220290488858,0.016012986718278423,6,77,0.8838348513197576,940,22
251,COMPLETE,0.6433527816974957,0.8457043496384627,3,0.5227572562772091,1.9193135237135115,6.509268535307989,0.014403107876623923,6,77,0.8468575572277903,931,22
252,COMPLETE,0.6429510135906066,0.5393647630912224,3,0.5024664246931811,1.777231297612522,6.625646427049552,0.01174191885694543,7,74,0.8742147412362571,957,20
253,COMPLETE,0.6417435087599871,0.7869124326290362,4,0.5130779765091797,2.0821887761664963,6.295153685923776,0.0161055701662965,6,79,0.8256795473202255,932,23
254,COMPLETE,0.6432426275986415,0.8330624447587337,3,0.5290264728245417,1.6627672574698984,6.7216346258360415,0.013136862380150705,20,77,0.8905920189310662,1000,22
255,COMPLETE,0.6409522110966915,0.6504111468429478,4,0.48412985814206616,1.856282796114118,5.491830084559146,0.01825897875872396,8,72,0.7799696731448299,973,25
256,COMPLETE,0.6434745313406771,0.8100587911454781,6,0.5013958602710542,1.478528087264785,6.294008199235476,0.010041329569078928,8,76,0.901843040571675,947,20
257,COMPLETE,0.6427236966258095,0.809269011019334,3,0.49941941070535445,1.5895692373384551,6.0762611571735174,0.010324435373338391,8,81,0.5826515397012906,953,20
258,COMPLETE,0.6410192301993185,0.7777644249626776,1,0.5157947958922559,2.1908947298803776,6.302174801754513,0.011454666268626413,7,74,0.9043029455421212,915,81
259,COMPLETE,0.6433709394768599,0.8190982364456336,4,0.5043107769775053,1.7474603829054036,5.999970080578047,0.013266912085053385,7,79,0.9222889899710124,930,20
260,COMPLETE,0.6429185524965514,0.7937715105987715,6,0.5312899090024447,1.47811360540888,6.463857666877062,0.0101332982400399,8,84,0.9542966060136227,946,23
261,COMPLETE,0.6438764923494128,0.804738592946475,6,0.4721969531448657,2.035426253918176,5.740341436530504,0.012416975439678412,9,75,0.9013906854887895,978,23
262,COMPLETE,0.6407674682838643,0.8010493409332285,6,0.46647096854285225,1.9917420755684647,5.797643487690192,0.017362142647275616,9,69,0.9402576977502163,986,24
263,COMPLETE,0.6425774305868426,0.683063376149878,6,0.4749931633548694,2.3046696362681267,8.208698033690453,0.014472017574508415,6,72,0.7497485376395823,916,26
264,COMPLETE,0.6419868794451193,0.8241996841983137,6,0.544753218317837,2.1141917760409346,5.633922286337325,0.020023734268871735,5,74,0.866850643053849,971,22
265,COMPLETE,0.6434370440818441,0.7934366940228613,7,0.48855645515925994,1.8622432860767997,5.882996047799389,0.012660477343028963,18,78,0.9206932825720433,974,24
266,COMPLETE,0.6430386874798328,0.8344683430078881,6,0.5218948604069374,1.662467039605177,5.413843716545291,0.015579001426063156,9,75,0.9613175174215705,902,29
267,COMPLETE,0.6416320865101053,0.8200573122398311,6,0.5407653650551679,1.9815638180473227,6.11222292336314,0.039518151491633964,22,71,0.811114312100761,420,22
268,COMPLETE,0.6423239718495907,0.807913786325349,6,0.5142422408468104,8.292099582365674,8.13803950784847,0.016932018395719804,16,6,0.8927077788430386,955,27
269,COMPLETE,0.643024805691399,0.7875886811201459,6,0.47521064931022744,2.1988884717967805,8.322923360921672,0.012696168431624738,10,82,0.9466484939760553,928,25
270,COMPLETE,0.6427839927418608,0.7760179784661768,6,0.5301032959343523,1.39794803417564,6.512994244824037,0.019224580451248165,19,80,0.9169994357460871,900,20
271,COMPLETE,0.6423388217195133,0.8280549924403003,3,0.4855608224625739,1.7917667427299626,5.858832457871542,0.01455205142465896,9,73,0.7207930449855369,387,23
272,COMPLETE,0.6434903171417811,0.8125583465652658,6,0.5120929585084945,1.3150828765456262,8.409135226953637,0.016152796370267185,8,76,0.9975359672960291,966,27
273,COMPLETE,0.6429214996080949,0.8016966708352123,6,0.5392981998418347,2.3365816639864003,7.926288337402339,0.01213211929285208,9,51,0.8449873421105286,944,31
274,COMPLETE,0.6429578651784132,0.8343660851672464,7,0.4955988673057059,7.739912889927675,6.652395349835467,0.017713774732010024,7,67,0.8730242532713642,924,22
275,COMPLETE,0.6325998897916029,0.8222115017270143,6,0.4618075739580582,5.7893957479107465,6.163191646397976,0.0706277664877167,8,77,0.935114345088349,698,25
276,COMPLETE,0.6320600575464789,0.8436669734591542,6,0.5243793698076832,1.6009770621552655,5.66688208774375,0.057844126695100966,8,75,0.90075563360068,980,20
277,COMPLETE,0.6377919394405943,0.8044248367403857,5,0.5669253779313884,1.0178371624697744,3.764298059670077,0.013872246497171139,3,86,0.9687640854330059,324,23
278,COMPLETE,0.6434576131342895,0.8163301115455041,6,0.549675261318793,1.9555356740977858,8.075564199828234,0.021097210830383146,15,78,0.9809743995490346,404,29
279,COMPLETE,0.6399143241452326,0.7882336287000286,6,0.4716842896200151,1.2440984947233917,6.429233073018365,0.03460273945013697,23,5,0.9512386072389829,820,25
280,COMPLETE,0.6427252577018634,0.6386031549053215,6,0.5326915788611466,1.727393249867907,6.806670522050473,0.014764173777136309,9,73,0.9255105110752208,895,20
281,COMPLETE,0.6407721265062313,0.8272118450946706,4,0.5079236801047716,1.464784159982168,8.616236784604885,0.01854269050726623,25,71,0.8828978324490928,765,23
282,COMPLETE,0.6433887114525312,0.770159675386423,6,0.49253760609941916,6.4300415384071306,8.256382313347268,0.011868799578882552,28,80,0.8513017569062368,999,27
283,COMPLETE,0.6436571093661163,0.8033908942392589,6,0.44286560845262185,6.751378184048397,6.024389248544731,0.015381480662464763,10,76,0.6365870764096857,727,22
284,COMPLETE,0.6434312570264498,0.6667848409192455,2,0.4363912615871388,7.059708612162558,5.9540189685057205,0.016961449043245293,10,75,0.7980786047472351,863,20
285,COMPLETE,0.642285802289782,0.8040628600550345,6,0.45274917926330444,6.149929431839546,6.118489943679631,0.015643015177497544,10,70,0.649091848567291,731,22
286,COMPLETE,0.6356939461027669,0.7088262148789082,6,0.4428495182393912,5.427872216911619,6.294567981871726,0.06604150238378194,21,76,0.7534174108983345,726,25
287,COMPLETE,0.6429287227105687,0.7911406162156588,6,0.426022022862415,6.7206114122973615,5.855389628611178,0.019567687759855935,17,8,0.680377155485271,359,20
288,COMPLETE,0.6346459961049831,0.8393985406356594,6,0.8482924489842312,7.244256846821732,6.477283574812789,0.01658107758424285,10,73,0.7710680670574638,707,119
289,COMPLETE,0.643030821371204,0.7985885869265428,6,0.4587662789437362,7.3532500263666165,5.27785485649018,0.01403546581590886,9,37,0.6225693494598677,954,28
290,COMPLETE,0.6423055890180721,0.8616647697421326,1,0.583004778924092,2.720028279654975,1.8223346076060012,0.018301069502189387,5,77,0.9677890643629036,936,23
291,COMPLETE,0.6432255629297406,0.8171806257979107,5,0.4793665344182903,9.050356134557468,6.211171124642204,0.015340586316429438,14,92,0.8205556691810656,433,22
292,COMPLETE,0.6421637668660872,0.8281631756964221,6,0.5594939717403168,1.2227070917091813,5.772208891743476,0.013081235547097161,9,74,0.7034652290327656,913,31
293,COMPLETE,0.6412758718170374,0.6929775721199667,7,0.5486111722811018,2.4481972772757743,5.5268568581115325,0.022154921877826736,8,72,0.9890837268514563,746,26
294,COMPLETE,0.643624433936676,0.7346905655415051,6,0.44566662337216334,2.184099010320651,6.653850544000589,0.016846874225533343,10,78,0.4645702094050079,852,20
295,COMPLETE,0.6430304177062289,0.7766065432867486,6,0.4258773475038048,6.7817553633889975,6.692223256962235,0.01589277656566025,10,78,0.5050432295589018,839,20
296,COMPLETE,0.6436923961149968,0.7487512002169798,6,0.4461587682419284,2.1682674777423516,8.447682865159102,0.013738967699452986,9,76,0.5014964113082119,865,22
297,COMPLETE,0.6435349239076519,0.7633863034809187,3,0.44690816833574337,7.823504430022327,8.036793794423224,0.013648626746326387,9,76,0.9453530612621822,860,20
298,COMPLETE,0.6437147941627273,0.7389219809725267,6,0.4486189073995176,2.1600276997647625,6.037280487911488,0.012015984997901592,10,80,0.37298351015836434,872,23
299,COMPLETE,0.6433431437496844,0.7267762209354436,6,0.4575146114295522,2.2204890092593432,5.97365766275642,0.011616748700191111,10,82,0.4193484695332874,885,24
300,COMPLETE,0.6433242215074471,0.7518563110983371,6,0.44499683249457894,2.097556147599723,6.027893764900746,0.012852248707962198,10,80,0.35610115122131286,847,22
301,COMPLETE,0.6433604584765343,0.7638573151384542,6,0.4399598187981852,2.3357179857889983,8.481834902359344,0.011488550508493246,9,83,0.382588050110999,877,20
302,COMPLETE,0.6432216548812211,0.7484694315376242,6,0.4668651019395208,2.0582740789920195,8.289741695191964,0.01362548728786802,10,79,0.4912060016679063,833,24
303,COMPLETE,0.6439015052888399,0.7401304349945087,6,0.4290301913661855,2.175836966505775,5.745160257053997,0.014394372011621132,9,74,0.4442431033722368,863,23
304,COMPLETE,0.6430469143863596,0.7303691810362974,6,0.4213966847839575,2.165986970790549,5.61546226801612,0.014838080067155228,9,98,0.46622424790524497,861,25
305,COMPLETE,0.6432746135825933,0.7135747835676605,6,0.4305510775123955,2.3646066333668077,5.708853968313354,0.010105517235750983,9,75,0.3257201728206356,827,23
306,COMPLETE,0.6361307080335102,0.7368814648753259,6,0.4138849258168517,1.973908728889163,5.417432736419706,0.045950920341641555,10,78,0.5661061436881285,863,27
307,COMPLETE,0.6431937162637891,0.7338928036900642,6,0.44495795293333,2.549816648288945,5.867097412883511,0.017342869106109656,9,81,0.38841287807023084,843,23
308,COMPLETE,0.64284056299447,0.7740232121659972,6,0.4046500416069928,2.2066664970477152,6.114534483331009,0.011909039270560527,8,69,0.43262483490848563,882,25
309,COMPLETE,0.6432008750656474,0.7440835957134938,6,0.46427054387649525,1.977670927914283,5.031386977786689,0.014931459622126754,9,75,0.46715487604312,873,22
310,COMPLETE,0.6434640539126082,0.7523990739430305,6,0.4465583489007405,2.198024798112196,6.274716123612868,0.012983991046706,18,77,0.4100053314739329,809,20
311,COMPLETE,0.6420545272648756,0.7209842862660562,6,0.4613043577333658,2.3986693152427305,5.766862433336321,0.01731545041331352,10,72,0.4491744523096416,865,29
312,COMPLETE,0.6428862164314707,0.7842450301606998,6,0.4297500619940598,1.860577599639173,6.033471391324465,0.014722422586749466,8,85,0.5218223429219004,844,25
313,COMPLETE,0.6312351913896389,0.8826941575450225,6,0.45597909610615645,2.042007955623736,6.416807466539125,0.07437881531203971,20,74,0.4524922333394351,894,22
314,COMPLETE,0.6372563831864007,0.7411080006563361,6,0.4382155846090641,1.615013684635502,6.199022039107016,0.011746564433238547,10,79,0.3673584809710985,855,141
315,COMPLETE,0.6437349917005053,0.7946146131581171,6,0.4690394394619416,4.071099743390665,5.905166790788206,0.01583369280380202,8,76,0.5591430817504086,826,27
316,COMPLETE,0.6135879196176005,0.7628990437933537,6,0.4732336240137419,3.818607137795754,5.658454514717665,0.05121851654454773,9,77,0.60067906697464,821,107
317,COMPLETE,0.641758162155807,0.797050742345403,6,0.47870134308758544,1.334277952605062,5.927793145681318,0.019605756779339557,8,75,0.48735516166375514,834,29
318,COMPLETE,0.6423202852809691,0.7904018873024304,6,0.44942163823829445,1.5260706627562777,5.519948996528606,0.01676630169942575,8,81,0.5587446319565822,816,34
319,COMPLETE,0.6424406238828662,0.8061954032853315,6,0.42230573805918253,1.8383932454720682,4.458258002548222,0.018434476777950945,9,34,0.5073145109558258,854,27
320,COMPLETE,0.6436754636195833,0.7565947160524181,6,0.47272232633148853,4.286129779050895,5.857325425692725,0.01553052134839306,8,73,0.5225183490259299,887,26
321,COMPLETE,0.6415365465122503,0.7320764012958598,6,0.47455141638873666,4.938254056421877,5.838264156960363,0.014732227566398805,9,71,0.5248190298875067,901,32
322,COMPLETE,0.6428222337467977,0.7524952372339049,7,0.4646594397953895,1.959898648404812,6.0283283630748885,0.012981493196681444,4,79,0.4718443827857044,978,27
323,COMPLETE,0.6413074648527834,0.7741668816710987,3,0.48883105788052084,4.107296502084406,5.30022633015668,0.01569852830525975,10,76,0.5372322277692972,875,30
324,COMPLETE,0.643328622527352,0.7640033668220703,6,0.4555136663176799,3.9588955110025124,5.74809218226427,0.014354146667195955,8,73,0.5431580353366599,894,25
325,COMPLETE,0.6397748025263799,0.7303054556673395,6,0.43681957865756865,2.5726387796605805,6.288933900688003,0.03141586524560249,11,78,0.5077707658365804,807,28
326,COMPLETE,0.6378873365481926,0.7574358823484442,6,0.46874288112344525,2.2229177238828264,5.873295907864335,0.011285231396572858,8,63,0.4784999865777708,832,95
327,COMPLETE,0.6432283921568225,0.7445166112766809,6,0.4857174114672556,1.6370076046267519,6.134142267270702,0.016148033320487382,9,76,0.14959265961577184,850,25
328,COMPLETE,0.6434320286338356,0.7826506048074484,6,0.4476569574743547,4.308293297632377,5.5536648024299975,0.012914370457267474,10,74,0.5963672739248361,916,23
329,COMPLETE,0.6415982893921502,0.7401228394488515,6,0.475271978739304,1.3987541159017542,9.80622787128841,0.02085859952591429,9,83,0.5169775486136946,964,30
330,COMPLETE,0.6424258347413024,0.7207519298824526,3,0.45664156173047993,2.898633678635647,6.343123569313457,0.018227449414529088,11,80,0.48704352609325985,865,27
331,COMPLETE,0.6426556272797962,0.7956864914412014,6,0.4842819150737385,4.414892497888491,5.9914079314417785,0.014213641907280632,8,70,0.4000758092705992,898,23
332,COMPLETE,0.6431206278975108,0.7833526790814049,6,0.4380446264117104,5.198183026247363,5.681440848240328,0.010026573486755681,9,77,0.43273693118575957,985,25
333,COMPLETE,0.6406861815891105,0.8060789759276463,6,0.46603099448508467,2.0909898555946835,6.55516780728961,0.01611570225413542,10,72,0.5457241657972212,879,33
334,COMPLETE,0.6436856052555493,0.8088128742286519,6,0.49632958702007696,4.6927374346768564,6.2421357259905355,0.01279708941516873,8,75,0.6633075641991446,841,22
335,COMPLETE,0.6433506526326715,0.7947071699461327,7,0.4929756317820502,3.581928182711381,6.437540099595362,0.012654561041961677,8,82,0.4337453763277772,829,20
336,COMPLETE,0.6384676924701035,0.7719388982465037,6,0.47741358085265145,1.1528077417539773,6.181845968437788,0.011509558773628407,9,75,0.6333929782587172,811,125
337,COMPLETE,0.642160358933466,0.8115862805816839,6,0.49643118327559826,4.373433091662337,6.79280222935204,0.013937871856516165,7,80,0.580264973035918,844,50
338,COMPLETE,0.6431049635531251,0.7496750373255064,6,0.4548947829336312,4.097585727078101,6.671946888490007,0.015235000971880406,8,78,0.5983986406647905,848,22
339,COMPLETE,0.6404694349310491,0.8014460708628505,6,0.4259859660153675,4.688679155097939,6.342566351250535,0.013017914994560655,8,73,0.6590297024372043,208,24
340,COMPLETE,0.643018782867081,0.8172176826935329,6,0.4725827181762215,4.76136465300868,6.049849462731803,0.01124236097968968,9,76,0.6689748244071275,881,22
