Number,State,Value,Param bagging_fraction,Param bagging_freq,Param colsample_bytree,Param feature_fraction,Param learning_rate,Param max_bin,Param max_depth,Param min_child_samples,Param min_child_weight,Param min_split_gain,Param num_leaves,Param reg_alpha,Param reg_lambda,Param scale_pos_weight,Param subsample,UserAttribute best_iteration
112,COMPLETE,0.6439452011293246,0.7247207380429281,7,0.5325943607269997,0.4571136337801319,0.016085859331977637,222,16,81,1.7360531839718476,0.1081983746478756,19,7.514493799868951,0.009714215821581263,2.002696614618316,0.6244373353267497,577
113,COMPLETE,0.6445861067974924,0.7286384793817191,7,0.5509341033067661,0.45385368303850127,0.016293318202684207,411,16,80,0.1178739677565477,0.11379798709653306,19,7.54770875540814,0.011888385339285646,1.6117747089598171,0.6351439944462298,861
114,COMPLETE,0.6442291383583207,0.7364792601788438,7,0.5396423048793305,0.4633103096357059,0.018425759866034074,467,16,101,6.7425834068422175,0.10977175752831289,19,7.458067617956175,0.02164112413077982,1.1598990965411728,0.8065325376705474,595
115,COMPLETE,0.6445322443152468,0.7749748327674965,7,0.5398704453504676,0.55081938266457,0.017118419143003345,391,16,79,0.003026718765387795,0.10323522112966954,17,7.124223446092545,0.6143518810193775,2.0632952384279872,0.6349789688292985,588
116,COMPLETE,0.6447576179725536,0.740734970861171,7,0.8557875775159957,0.4536101985614932,0.01760658109766982,418,18,82,0.956932868701647,0.11525225947204865,18,7.3482782572282686,0.006239715724325152,2.567151005929337,0.5880446273939673,680
117,COMPLETE,0.6439436757758348,0.7155508460185745,7,0.8204842017473586,0.4602480444231187,0.016941953917241487,433,19,85,0.22084584203511326,0.09731527595667373,18,7.785670108727056,0.0031784510686084203,3.215774811431946,0.7888028146763858,578
118,COMPLETE,0.6440710517228722,0.7852146709148947,6,0.6189355502887558,0.45557230936594584,0.01958142458484965,320,17,86,0.01632636202365865,0.1076271068294862,19,7.636827226703302,0.02799925020258591,5.06565084238238,0.6421998945390759,522
119,COMPLETE,0.6446844010050443,0.7915786845200758,7,0.5648805316648127,0.4653147035700867,0.017286706436787307,371,20,95,0.01050613948039247,0.13673228360380535,17,8.950855692673516,0.091683839079252,5.958704491022391,0.6682808268070861,583
120,COMPLETE,0.6443123076322059,0.6997373337973628,7,0.7378115304777646,0.4584627048185102,0.01674758835263999,407,16,103,0.005564815935343546,0.09847933716194804,19,7.56996641142537,0.3636202213654679,6.279785748543722,0.9706307110056314,574
121,COMPLETE,0.6451022728438582,0.7306535264452968,7,0.516788304154023,0.4529124726574082,0.01657687370388452,84,16,80,3.659334410341743,0.09957954626270939,19,7.491616503519086,0.012466951744101935,1.9044337091073404,0.6092712858436485,839
122,COMPLETE,0.6450352751747698,0.7962966400266754,7,0.5199547540978008,0.4548450461945722,0.016404527992723815,77,16,81,6.098209341632318,0.10143129825815778,19,7.490035942692982,0.016433134092361676,2.249397382990561,0.6005862709489992,805
123,COMPLETE,0.6438773211129013,0.7976631558483758,7,0.5090850785161852,0.467982417828596,0.016375461979796897,97,16,82,4.838857667617181,0.10122210109592457,19,7.698068598316273,0.017439139308043763,2.1580113767586164,0.6071447302248697,596
124,COMPLETE,0.644777261810587,0.8052853736530692,7,0.5234787784450293,0.46164597159742593,0.016163876974279075,79,16,106,0.025146156444028293,0.09949321914752669,19,7.400259174654537,0.007167119952643878,2.7461073697854057,0.5930694209434012,1269
125,COMPLETE,0.6446017639973651,0.781956554124256,7,0.7166638789738626,0.4553101782863058,0.016006910254223534,98,17,81,9.085210113006418,0.10008452924978303,19,7.169715268469829,0.010012908792015721,2.3940576634857473,0.6176805955973457,966
126,COMPLETE,0.6445969271621775,0.7876529449516531,7,0.5153167269506497,0.45811859564234253,0.018884623047312466,86,16,77,3.4961686616582672,0.0972218340707027,18,7.262598203545992,0.01393421308927848,3.608665854256385,0.5715922891502777,584
127,COMPLETE,0.6441686029010895,0.7955868836473927,6,0.8974549019964568,0.5302790585392081,0.019207615727622376,73,22,84,0.0064995656107881905,0.10261685125981511,15,9.161524613696859,0.04247645538516224,5.658690178446801,0.9541567665552461,506
128,COMPLETE,0.6437494200441708,0.745414441518435,7,0.785028163348879,0.4969964263045621,0.01658901415749598,107,17,80,0.004079581116019998,0.1014067130902457,18,6.842646762618259,0.019634880400830838,4.9158780063791605,0.8322213508867526,837
129,COMPLETE,0.6443850030502782,0.8128385686574469,7,0.5884208683858563,0.47151673572678743,0.01941506684173391,137,16,99,9.176959358190295,0.09865176580013098,16,7.329274621053035,2.184269226423528,1.6902357816022304,0.5477265711379182,583
130,COMPLETE,0.6446013496156209,0.7332466247665537,7,0.6613386597993772,0.5255774728774045,0.0165144054086969,65,17,83,0.0014033722367995482,0.10465221920020563,17,7.7425805358651525,0.0015543477874567216,2.911128838823663,0.5822541881036258,591
131,COMPLETE,0.6439621371969944,0.8009735719842999,7,0.5392351356182185,0.45330908883703647,0.017033649768841037,288,16,80,2.6931580867520117,0.09728028386600304,19,7.578455664468812,0.015627170049479215,1.8919611604221092,0.9883717106543879,592
132,COMPLETE,0.6441536101409101,0.7257248717056156,7,0.5266472649204537,0.4523400211428875,0.01632135034592229,169,16,79,5.849515332212079,0.1061271360081976,19,7.51813457363933,0.001017931436097868,9.571660319986512,0.9088570607710171,574
133,COMPLETE,0.6443011729089562,0.7217702750508715,7,0.5472651025505252,0.5015593379650234,0.01679137251339852,126,16,81,4.513471778156351,0.10903351703987973,19,7.469198572372608,0.012088659265355593,2.4783347848678594,0.5977818431093622,570
134,COMPLETE,0.644529207897293,0.737156773470765,7,0.5133317813306905,0.45571199065104656,0.016947050227605683,151,16,86,0.004801663187825251,0.10367578878367094,19,7.028604471262022,0.005519775501601596,1.3627564009259319,0.7370102090717758,784
135,COMPLETE,0.6447340303634366,0.731918997558736,7,0.5572341625396664,0.45679378327843523,0.01661666526492445,452,21,82,7.890811270324578,0.10060483942595884,19,7.842652038736798,0.00818350664927403,2.207672285576703,0.999778921660143,792
136,COMPLETE,0.6446493714586258,0.776359739869568,7,0.8451570330480764,0.4619987556675508,0.019730568657551368,188,16,78,5.103826940134073,0.09794148847048938,14,7.639107629315605,0.004190583564692904,1.9922968869864657,0.638708602513677,832
137,COMPLETE,0.6445262607857496,0.727351744938351,6,0.5007640819672001,0.459945387294881,0.01743022795779761,309,17,97,4.14288686438378,0.12051103670384321,19,7.429323622921914,0.010301740262028673,2.7119541231966884,0.6164954228891696,501
138,COMPLETE,0.644477013658794,0.7711748848409586,7,0.9295445374193103,0.45421778636601073,0.017676199469787428,351,17,80,0.007687807639264223,0.09903937860123485,13,7.9231356847363115,0.07580746221263063,5.252720502849507,0.5573850127679223,561
139,COMPLETE,0.6438410305599678,0.7193405766129902,7,0.8697626111666612,0.4648244613022049,0.01826466377709895,200,18,83,6.448615362400293,0.09623442558780491,17,8.27463158993287,0.03205682752812937,7.087074771783293,0.8585792065150574,573
140,COMPLETE,0.6445370061330499,0.7127677156333118,7,0.7568481002959364,0.4585209855958247,0.017203342416594495,213,20,84,0.011958280447009167,0.1245312620297478,18,7.713341359439162,0.01484897063267714,2.218137153290489,0.8941670502206224,573
141,COMPLETE,0.6446495500714466,0.7298435721346094,7,0.5224851222258313,0.45231188274371803,0.0164293614255362,87,16,78,0.06141616687639462,0.09914249319069784,19,7.2260843393499785,0.012730526331516018,1.6386384177392808,0.6560846725714551,788
142,COMPLETE,0.644885526185797,0.7315051401967639,7,0.5467545162024243,0.5359941705674822,0.0166016170207018,73,16,76,2.31520244325949,0.10209100811569201,19,7.274182977575407,0.010961488855998276,1.863668968453152,0.6483757525353924,595
143,COMPLETE,0.6449580679968435,0.7401388040010565,7,0.5283321600116989,0.45434866157002946,0.016705371300663532,80,16,78,3.247671891237668,0.09973863365933157,19,7.3721131831463484,0.022476660254314863,1.7144345595666,0.6670032847798125,784
144,COMPLETE,0.6444271485314782,0.7354508484358677,7,0.537936750049858,0.5178483457817938,0.019028441797186334,110,16,79,2.7570294927582655,0.10535278603098487,19,7.340905950764418,0.024556229999408905,1.1619376952673461,0.6654076928474402,591
145,COMPLETE,0.6447552710000881,0.7434779523859054,7,0.5298272625887736,0.45494512161276,0.01622402276916575,91,16,77,0.009658448045095608,0.1003885698441252,19,7.510653503392478,0.8677783426905903,1.423490943515832,0.6805311982125949,790
146,COMPLETE,0.6449923723752096,0.739238797734395,7,0.5726622934125242,0.4678936166201661,0.016723233818022595,100,17,81,5.748888388554826,0.09794353093716805,16,7.092222109118535,0.018949653970828408,2.328754097530276,0.7125090445468759,792
147,COMPLETE,0.6439483518594837,0.7513243699191942,6,0.5728716333820304,0.46727787229105106,0.015865258301016462,100,17,93,7.5169113117289506,0.09762582218980612,16,7.123488928765261,0.022017077710214827,2.476817918101008,0.7051773577287506,696
148,COMPLETE,0.6439285508421679,0.7374700998603146,7,0.6052898041960129,0.4748842683690892,0.018676107446555342,83,17,81,0.01919119722806834,0.09997147839826441,16,7.000773799661166,0.016396226074393512,2.2761785325440105,0.7168753674829512,588
149,COMPLETE,0.6445325086622218,0.7404830579853229,7,0.6362317845415326,0.5445412050835599,0.01803481573290396,69,18,83,0.0024639953369183995,0.09827554422936403,16,6.888753023541721,0.027573557306376378,4.010114484400631,0.7566990141283957,819
150,COMPLETE,0.6438514151093699,0.7437889622588355,7,0.8000589044778188,0.4726416115989129,0.01690756707919687,106,17,85,1.8441759254088876,0.09711070653851253,17,7.0930570644321715,0.01952387423342619,5.491006450729594,0.7390108543626455,573
151,COMPLETE,0.6443189841794479,0.7238571779385503,7,0.5605868532180235,0.4571438628822995,0.01672993977530255,420,16,80,5.690210053034483,0.10113776224172881,19,7.585505440529412,0.008741335990889271,2.6775792172311395,0.87312701222502,574
152,COMPLETE,0.6447322120849206,0.739528115759163,7,0.5840753377887408,0.46288601651829975,0.01654464878734046,118,16,81,3.0891588895918574,0.10269916038577208,15,7.1763375852166655,0.47464116415168917,1.7721845921120742,0.6281327751588405,800
153,COMPLETE,0.644421757996546,0.7466595199750149,7,0.51786734498667,0.4603368006214162,0.01634668590625046,271,17,113,3.817610307905721,0.09886045850229133,19,7.391291116086892,0.013850878864793106,2.047744007394493,0.6887395275531194,693
154,COMPLETE,0.6445770368384514,0.7332387905665527,7,0.8625883469803564,0.45507148559627886,0.016818119912047173,174,19,82,5.442015428546855,0.09678054283587864,16,7.4592332580470995,4.2646180859776,2.9854719197215194,0.7239591010475285,588
155,COMPLETE,0.6448311850211916,0.7670532378700777,7,0.8797091285267504,0.46964098330115644,0.01417044252571703,436,16,91,0.0032003127618076737,0.10436633016779298,19,6.947236489594465,0.006985084195964672,4.549366126077367,0.9757382373865789,783
156,COMPLETE,0.6445065490748442,0.7281343080814578,7,0.5429967300004875,0.49895897644879633,0.01748925844435851,402,17,87,0.006518728040223399,0.0961265035648479,18,8.132873572666535,0.009452648905490088,2.4040816780342515,0.8175819376897899,592
157,COMPLETE,0.6449628048088516,0.7816428453534865,7,0.5300528757948874,0.5116527617136807,0.017131119972689464,91,16,79,4.631742457161394,0.09955316566792362,17,8.777167179990016,0.01774955550675167,2.591766272252131,0.6068251542142662,532
158,COMPLETE,0.644233071412635,0.7830183520433329,6,0.5094654305513066,0.5211410421886129,0.017236853101673874,91,17,111,4.02832305589663,0.09994976394112538,17,8.817953797272155,0.03529921716742754,3.1458302383092396,0.6105279858877768,677
159,COMPLETE,0.6448249228556937,0.7885378292581001,7,0.5303784078430162,0.5114592142234651,0.01714696438671408,128,18,88,0.014767040770370802,0.10159171869015354,17,9.042802721315283,0.018681797283474084,3.420234352717553,0.6002803586983677,965
160,COMPLETE,0.6456660570682538,0.7807253094401211,7,0.8396731884275709,0.46527682958972827,0.01776223863659323,78,16,78,0.005268497535157312,0.09816772072086984,17,8.59005737755354,0.021884641763657113,2.792500245164137,0.8461457047140336,975
161,COMPLETE,0.6446905774363882,0.77437638811846,7,0.8351676677596772,0.4667321971159209,0.01786527288153198,79,16,79,0.005620637689524057,0.09796274979604104,17,8.658715345693063,0.024321215986457086,2.811809049041388,0.8481501302977529,562
162,COMPLETE,0.6456466847217078,0.7786523894854047,7,0.8098611205071413,0.4643358722317339,0.01734337977812131,100,16,77,0.004413754942233552,0.09922643504664315,17,8.725794057622311,1.0904951658880586,2.589384569142717,0.8287651842997744,963
163,COMPLETE,0.6445249390508755,0.7769122356473923,7,0.8076467874116542,0.46335597810444396,0.01756654341640715,103,16,77,0.004716299962034295,0.0994046153953855,17,8.483553101623853,0.947249542942281,2.6132561188194514,0.8436814304659844,614
164,COMPLETE,0.6448373793138176,0.7806551063857402,7,0.8252045276228337,0.4645283835189479,0.017747880103770958,85,16,76,0.00383907674042993,0.09814318209802149,17,8.772540741522668,1.366880976903536,2.5087733235500207,0.8228609692868211,920
165,COMPLETE,0.6446875267294087,0.7858784867795512,7,0.8141499807585378,0.5036759418954526,0.017369536399872435,92,16,78,0.00817995247227765,0.09707958955254099,17,8.909193240612952,1.1830773461415305,2.7784092961741886,0.8281829176008828,564
166,COMPLETE,0.6448543939711285,0.7790558165951019,7,0.8471367759923911,0.4683043692860205,0.017056707387169055,65,16,79,0.005123423479090384,0.10096142084676185,16,8.72174794642045,1.874458867510316,2.2821957229473515,0.8091020315365037,929
167,COMPLETE,0.6448208254775842,0.7831514944451178,7,0.7681565797874313,0.4612935016442603,0.01758737940822949,115,16,76,0.0066404583334299504,0.09876394014092063,17,8.636505436759542,0.6805589518032786,2.964077667808716,0.7969769876754018,980
168,COMPLETE,0.6446202754301147,0.7920209852766107,5,0.851396091515993,0.4575443223838858,0.01736101505515883,78,16,77,0.001958066913708465,0.12734900603159485,17,8.50920055540614,0.01577372457205399,2.194180631198891,0.9820749758644618,815
169,COMPLETE,0.644314111621696,0.7722577406404746,6,0.8289892294553765,0.49181509919832334,0.017766818272309616,100,16,78,0.004001275159454421,0.09763465825570046,17,8.39527419933218,0.018262699304186027,2.584890483951411,0.6185239371669685,675
170,COMPLETE,0.6447498590316173,0.779591468764632,7,0.7864329868350396,0.4593423212760476,0.01699346745409708,73,16,80,0.0029178696247646597,0.10013418673521994,18,9.286055194597491,0.019947849329720563,3.1243719273271315,0.8736520796556684,530
171,COMPLETE,0.644667014833066,0.7770724847493516,7,0.8366237419793114,0.46565362272056054,0.019262193909729195,87,17,79,0.00994972102019414,0.09932692578554772,17,9.135110850757492,0.03159408934540026,2.468546117448833,0.7780204446513407,618
172,COMPLETE,0.644321738389145,0.7818800100650878,7,0.8145191521047755,0.4699754131326085,0.0189061950321956,248,17,81,0.008776228888134532,0.13329705009034015,17,8.571739919953451,1.1155190581156018,2.82761743626525,0.8316655411974799,679
173,COMPLETE,0.6447437183228375,0.8018754103068743,7,0.889339967050363,0.46623082419212336,0.017232920450768113,164,16,109,1.10032660353468,0.10081692193495981,17,8.33139772988265,0.058932143065125564,4.804532827588301,0.8100364878348125,574
174,COMPLETE,0.644501776540272,0.770265362691511,7,0.6185948425045864,0.4630992535938926,0.01792541820176724,96,16,98,0.5213974561373541,0.101862031973593,12,8.445052455112936,0.0011749144259094704,5.036384697405881,0.582249896440921,1103
175,COMPLETE,0.6453189659180731,0.7850147101460841,7,0.8662919487547626,0.4885359409157666,0.01907469348789876,145,17,114,0.012046855161907144,0.09829120733153776,16,8.881343312484837,0.5579497277890126,8.481635995580936,0.7500193979302574,622
176,COMPLETE,0.6444323247310255,0.7850857473993569,7,0.9064111546533783,0.4951641391349585,0.018435092101948367,112,16,114,0.011941063036368004,0.0984903253166256,16,8.85608613836291,0.6612577871675277,8.649052996391525,0.7132479263691985,571
177,COMPLETE,0.6456197570528416,0.7885524094825251,7,0.8641497319111582,0.48728871757269066,0.0174826519618271,78,17,112,0.007342072121916493,0.09623440557450809,16,8.732996939826329,0.7877683639696361,6.835578174823619,0.6982264460283366,983
178,COMPLETE,0.6447783156262298,0.7965075596829571,7,0.8669578085963486,0.48578102099400944,0.017495740505116143,138,17,114,0.007051998486692218,0.09633300025856957,16,8.612857758753961,0.7611557178240592,7.256657160171275,0.6933043953632674,742
179,COMPLETE,0.6451180872230133,0.7887760849621688,7,0.8573921297376541,0.4883202418724088,0.018087709114502817,147,17,112,0.0043163434287893454,0.0970455681495505,16,8.787142185725497,0.7942853411010643,8.611713790696447,0.8523459403176404,745
180,COMPLETE,0.6445899362563706,0.7897323516875691,7,0.8586222710491076,0.48773792248294395,0.018183208200886144,147,17,111,0.005069660443555749,0.09612815827447546,16,8.902678813016973,0.9695075647950705,8.43396511399241,0.8521338955708261,672
181,COMPLETE,0.645574525142098,0.7873481100817468,7,0.8771776117924647,0.48860207571163755,0.017691685826570137,178,17,113,0.006255717881358262,0.0972742025934795,16,8.777894668887612,0.45660992392452077,9.222275394782294,0.8362889529110143,861
182,COMPLETE,0.6448931672422715,0.7938007312243578,7,0.8396872488522884,0.49093368595335063,0.017695449076976757,179,17,112,0.006071410696413383,0.09755325053460547,16,8.716469170189125,0.5120161765441307,8.068573927646947,0.8623915230138102,542
183,COMPLETE,0.644463046136206,0.7867073578523917,7,0.885764371826486,0.4901232385064832,0.018005566054707777,157,17,113,0.004238637700267081,0.09729851688111629,16,8.755362785016976,0.4238786303271823,8.887622257673412,0.8536207149728281,669
184,COMPLETE,0.6447819950503386,0.7907193512664153,7,0.8728087353920867,0.48451087567244683,0.017865937303913566,181,17,112,0.007258731964493939,0.0968648218845307,16,8.875106439053768,0.8073788123280864,9.028589904792051,0.842985934637778,584
185,COMPLETE,0.6448657251684812,0.7878563714041869,7,0.8632143566593399,0.48698428797574234,0.018542286013664776,189,17,113,0.003317856729255215,0.0985437677294128,16,8.679197964063158,0.5897441454518392,9.180180092024909,0.8349031145041595,606
186,COMPLETE,0.6448156635670627,0.7915569361092751,7,0.8783911741125539,0.48312444058221954,0.017630958391905847,170,18,114,0.005602516656474284,0.0978739929146966,16,8.588367278755843,0.4302170641502753,9.62766330492311,0.7249082800621625,817
187,COMPLETE,0.6447680703948279,0.7847769312665311,7,0.849686360091059,0.49010640773292374,0.01823725846212441,196,17,113,0.008528184106370825,0.09729612111468637,16,9.043942752661902,0.784313910510313,9.420757170918368,0.7026236851786754,585
188,COMPLETE,0.6448623636751935,0.7955146163190941,7,0.8951612649967244,0.49462728745214013,0.018753668986729113,149,17,110,0.004390749298323324,0.09656242749501513,15,8.830643780334253,0.5706087658028247,7.5199918966038535,0.8229501846360698,859
189,COMPLETE,0.6452509394391369,0.7787074421424757,7,0.8593109029873395,0.4812354427220025,0.019085050394161345,165,21,114,0.010626102147039272,0.09615435499916505,16,8.782297198524468,1.3583408289980512,6.802716283290454,0.8383903556716596,566
190,COMPLETE,0.6442867159872392,0.7984054280772875,6,0.856756854019288,0.48096223492344264,0.0188970864551588,133,21,114,0.011868033470688946,0.09813246207339577,16,8.75169194520596,1.5799374335484664,6.784808790476094,0.8403020529294292,673
191,COMPLETE,0.6445173801562986,0.7785791583096247,7,0.8687541052205027,0.4870033800900578,0.019034711808326596,158,21,112,0.007634191716339935,0.0969497706241971,16,8.970274966913323,1.2178594182585143,7.787381443397166,0.8159997093083871,779
192,COMPLETE,0.6447327872182036,0.7840750982663308,7,0.8482259784687747,0.4879018633039415,0.018059451724240814,161,17,114,0.009513060955909532,0.09865700943806885,16,8.687199203292597,0.9900815144313464,8.60598579990112,0.8295759026045304,819
193,COMPLETE,0.6448140131845984,0.7868582108915498,7,0.8774861001490877,0.4924204465932645,0.019534621137611365,176,20,112,0.005692313026543987,0.09683550771178619,16,8.221080370344952,0.7979637112185729,6.8964892566382066,0.9926023708928203,622
194,COMPLETE,0.6450935493936896,0.7741369506966831,7,0.857714646639909,0.4977469922971426,0.019105581927156865,168,21,113,0.003678313218816876,0.09747003671888668,16,8.842035621789508,0.6971235147524457,7.976527046737898,0.8710117494106945,565
195,COMPLETE,0.6450228258611588,0.7740734240490658,7,0.8623527713386809,0.4987348924211769,0.01925870852347724,166,21,113,0.0036477474108268233,0.09787156800669415,16,8.814364468274775,0.665869677111448,9.101776013436957,0.8710215678723245,567
196,COMPLETE,0.6451704707911025,0.7747582134776788,7,0.8585087429244959,0.5004844123036393,0.019359762996132273,169,21,113,0.002412841661951599,0.09882103289129086,16,8.801985520004166,0.6824393568066053,8.1306424831994,0.8688617706320935,561
197,COMPLETE,0.6445733502698296,0.7761984390175555,7,0.8606347905015934,0.49859841689500767,0.01922737234384179,165,21,113,0.0022916220517968347,0.14143146918656502,16,8.818230151205604,0.7419333756672686,8.004428104484903,0.8760999531825925,567
198,COMPLETE,0.6446061793062958,0.7736999312522028,7,0.8821319702809698,0.5007282708292873,0.019089597570438342,146,21,111,0.001592701379060758,0.09893290615517328,16,8.922581010025327,0.6399208652794693,8.25599097132531,0.860367154703256,561
199,COMPLETE,0.6449539813355032,0.7740870296581935,7,0.8656228074736283,0.497930787227088,0.019412596296682766,165,21,113,0.00245591990892122,0.11884381849295522,16,8.804531930854246,0.39394719200204215,7.787754154941404,0.8962989629003425,540
200,COMPLETE,0.6447131505246829,0.779437603714774,6,0.8413470466281738,0.49411574237101763,0.019170378720307746,173,22,112,0.00326905049224524,0.09612556769073725,16,8.870952453878585,0.523049006280866,8.547556933707604,0.8721341404809625,694
201,COMPLETE,0.6447912793447648,0.7685290033229201,7,0.8564661652747508,0.5008028779011071,0.01930021522811686,185,21,114,0.003660448625805125,0.0979029136933107,16,8.77286914078867,1.0944069364320734,8.189931439410516,0.8658792188165627,561
202,COMPLETE,0.6445194877875842,0.7802234638307161,7,0.8732433209995176,0.4957438554468061,0.01899524351257434,152,21,114,0.0027942190434859285,0.09922477404538019,16,8.710865654728943,0.8905152572568118,9.311354932628435,0.8513532155334846,669
203,COMPLETE,0.6446812859974493,0.7835080806369796,7,0.8921226600410789,0.5064198974091247,0.019496993768758884,197,21,113,0.004583610134121287,0.0975775989866229,16,6.402242398247765,0.5758725990636145,8.848030688534855,0.8466923643473311,589
204,COMPLETE,0.6442544763730819,0.771822928653521,7,0.8440694756610001,0.5021537111160711,0.018716951422732154,172,21,111,0.0038086598053370746,0.09612326439932285,16,6.4888751233393736,0.6888293597485746,8.997838821082974,0.8820456995598448,567
205,COMPLETE,0.6448998009224365,0.7763940125618127,7,0.8668892974736763,0.4993665064605223,0.01963189403465739,185,21,112,0.004733891379150958,0.10008563221613713,16,8.969012322097852,0.8749259197282856,8.498956421035489,0.8844798978729369,567
206,COMPLETE,0.6443905078974159,0.7812753895850255,7,0.8553009282885194,0.49721117501234313,0.019360323668550936,156,22,114,0.0031294822280221986,0.0984912323140586,16,9.099818738415296,1.3581111578458058,8.36203235424049,0.8677489769525983,522
207,COMPLETE,0.6445074957227945,0.7898102772190174,7,0.6763352075261025,0.4928149760829014,0.019117864723878858,205,21,113,0.0018575306662408858,0.09720934807590006,16,8.811869861573166,0.321725219382687,7.73535922720847,0.8390523924248355,573
208,COMPLETE,0.6447030910506146,0.773612581661153,7,0.7552625661084608,0.5040945590249176,0.01604854185376775,177,21,105,0.00629880578316022,0.09938419519998955,16,8.679429530960041,0.4811767074685142,7.950645002197454,0.8520755449083196,560
209,COMPLETE,0.644615327854978,0.7783475502345838,7,0.9149115964065673,0.47783786292933134,0.018898704897098748,141,21,112,0.005502954127977178,0.10024905488119167,16,8.610469597000721,1.0222810917064447,8.08830218373769,0.888333941492546,567
210,COMPLETE,0.6450492605586398,0.7847720117570292,7,0.8829410418706023,0.4894360583416506,0.017484735295776013,165,21,113,0.003845191950906467,0.10284849998463924,15,8.87811710346715,0.2337352682806885,7.510493699474227,0.8573134451386184,610
211,COMPLETE,0.6450891448015281,0.7863916894037606,7,0.8835801562220812,0.48972771083639594,0.017446755553263894,170,21,113,0.0041842477411950865,0.10139530746656064,15,8.86646326555936,0.6577723762131014,7.599056819748946,0.8603857534750099,985
212,COMPLETE,0.6449552602033002,0.7871487723708578,7,0.9026684079081668,0.48494957416620943,0.017486187463592248,166,21,113,0.003633448823648239,0.10320399190433764,15,8.87762100009828,0.6388096336545117,7.3813545717973765,0.8569306487131175,808
213,COMPLETE,0.6449522416466286,0.7846997366199664,7,0.8781159212095189,0.4897604954207365,0.017589861174126274,165,20,113,0.0026581228774716966,0.10225370566258202,14,8.943007779699471,0.23657181741626698,7.603330931527411,0.8608727807067592,616
214,COMPLETE,0.6446286845217188,0.7925706675403994,7,0.8848316269487967,0.48813786729389136,0.017359660697656907,155,21,112,0.0010363303109808231,0.1038815129228996,15,8.758089195093747,0.7336072108049233,9.881283978207533,0.8377599265125796,622
215,COMPLETE,0.6447239816061374,0.7818644089365141,7,0.8706887085375031,0.49013004351817774,0.017697624944641256,179,21,114,0.004862188602319001,0.10099215197853446,15,9.375066467392877,0.5223703160162799,7.597806503541772,0.826614537276633,647
216,COMPLETE,0.6448559193246183,0.7889116935065543,7,0.8896163687539034,0.4954202275203595,0.017366514454753488,343,21,109,0.010807734627936315,0.1018549769233879,15,8.878060248848422,0.4067322161341037,7.157668360769704,0.9075685992419038,854
217,COMPLETE,0.6443434862862076,0.7629321555596877,7,0.8557564476925036,0.4859270837259764,0.019758341898523425,189,21,113,0.006832427561425998,0.10097992750917247,15,8.986379431298449,0.12796827424288157,6.374319661739224,0.87595638403143,567
218,COMPLETE,0.6434676726083579,0.7842594669948717,6,0.8758472944396796,0.48305689262599155,0.017485568710007306,144,21,111,0.013168642045186599,0.12910582385286112,16,8.81091236396566,0.8882765955152484,8.026965323701402,0.8459269913132147,522
219,COMPLETE,0.644949551737547,0.7763025865638216,7,0.8388763488033386,0.4934188970304377,0.01902048452661417,327,22,110,0.004205110764777275,0.09712416331329804,16,8.746505036999352,0.5974116917761427,7.407106720895034,0.8632832158258062,574
220,COMPLETE,0.6450386688183654,0.7801735779160969,7,0.8648005785273922,0.5027214193044972,0.017768090881821696,163,21,112,0.003222985518363831,0.10236119257982308,14,9.192966984101655,1.3285273027224032,8.217634602798167,0.815527604858528,626
221,COMPLETE,0.6451370737658663,0.7799706913118378,7,0.8525193351763075,0.5028566414596326,0.01776867823837114,169,21,112,0.0031212818045661607,0.10326216076537811,14,8.829285140315646,1.8310871342869113,8.297938423430967,0.8020980522899872,561
222,COMPLETE,0.6450076937829793,0.7777743866203638,7,0.868807351839246,0.5045848999136026,0.017873724197936935,169,21,112,0.0022455261288327104,0.10303441517939169,14,9.250778058289697,1.7523623800206503,8.163934950940765,0.8132393617031255,563
223,COMPLETE,0.6445840384610273,0.7817119231194332,7,0.8503761393640538,0.5016111675946899,0.017847291706890686,155,21,111,0.0027388402932884575,0.10378293694817621,14,9.069088014282942,3.0478480763713165,7.87932153577808,0.7985696360879987,561
224,COMPLETE,0.6453039517243554,0.779695141899448,7,0.860687111519074,0.4995730261831389,0.01762629435076917,160,21,111,0.003279798378323622,0.10306954494856171,14,8.911403624042258,2.2701794045708503,8.725434999279562,0.8162081530999256,804
225,COMPLETE,0.6443818487478628,0.7868469186868493,7,0.7751041338860041,0.5075154747224181,0.01765589227486115,161,21,110,0.002085804744046754,0.10550948075180583,14,8.934122951270476,2.222253729272335,8.348592979641353,0.7914246530628682,564
226,COMPLETE,0.6451003259641113,0.7808829479278327,7,0.9002036434389928,0.48869378425019405,0.017756765255810734,149,21,111,0.0030722586378040236,0.10290269670973894,14,8.882908409779589,2.790393001170181,8.510351205357626,0.8068044523739986,807
227,COMPLETE,0.6445362845372538,0.7794564732633724,7,0.8988544514104175,0.50310433847837,0.017768350678540143,150,21,111,0.0027638856941469116,0.10480831485890955,14,9.193998802509643,2.5690882915256816,8.71769404507632,0.8039753218435096,574
228,COMPLETE,0.6445309761642191,0.7833272133583477,7,0.8861826490335264,0.48836823921449085,0.01755268285586593,138,21,112,0.0031898252522705624,0.1024457015488179,14,8.869030530698817,2.577794558407161,8.23864947136038,0.8202587371186455,802
